_id,title,currentPrice,shippingCost,calculateShipping,totalPrice,dateQueried,endDate,location,country,bidCount,listingType,bestOffer,buyItNowAvailable,conditionId,conditionDisplayName,timeLeft
182299326186,CUSTOM FLYERS NHL HOCKEY VINYL REMOVABLE PLAYSTATION 4 LIGHTBAR DECAL,4,0,false,4,2016-10-31T07:30:38.664Z,2016-10-31T16:24:38.000Z,"Union,NJ,USA",US,NaN,StoreInventory,false,false,1000,New,"{""milliseconds"":0,""seconds"":17,""minutes"":52,""hours"":8,""days"":0,""months"":0,""years"":0}"
182299326181,CUSTOM COD BLACK OPS III VINYL REMOVABLE PLAYSTATION 4 LIGHTBAR DECAL,4,0,false,4,2016-10-31T07:30:38.666Z,2016-10-31T16:24:38.000Z,"Union,NJ,USA",US,NaN,StoreInventory,false,false,1000,New,"{""milliseconds"":0,""seconds"":17,""minutes"":52,""hours"":8,""days"":0,""months"":0,""years"":0}"
272428975389,SONY PLAYSTATION 4 (LATEST MODEL)- 20TH ANNIVERSARY EDITION 512 GB STEEL GREY...,1000,0,false,1000,2016-11-01T07:30:02.044Z,2016-11-01T19:21:38.000Z,"Topeka,KS,USA",US,0,AuctionWithBIN,false,true,1000,New,"{""milliseconds"":0,""seconds"":52,""minutes"":49,""hours"":11,""days"":0,""months"":0,""years"":0}"
191937333666,NEW SONY PLAYSTATION 4 500GB - PS4 JET BLACK CONSOLE ,298.75,0,false,298.75,2016-11-01T07:30:02.065Z,2016-11-01T08:36:38.000Z,USA,US,NaN,StoreInventory,false,false,1000,New,"{""milliseconds"":0,""seconds"":52,""minutes"":4,""hours"":1,""days"":0,""months"":0,""years"":0}"
172383508890,SONY PLAYSTATION 4 500 GB BLACK CONSOLE,256,-1,true,-1,,2016-11-01T12:22:51.000Z,"Ontario,CA,USA",US,43,Auction,false,false,1000,New,"{""milliseconds"":0,""seconds"":4,""minutes"":51,""hours"":4,""days"":0,""months"":0,""years"":0}"
302118338655,SONY PLAYSTATION 4 500 GB GLOSSY BLACK CONSOLE (CECH1001A) (MB070286),159.5,10,false,169.5,2016-11-01T07:30:04.025Z,2016-11-01T20:21:15.000Z,"Boise,ID,USA",US,5,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":28,""minutes"":49,""hours"":12,""days"":0,""months"":0,""years"":0}"
192004972546,SONY CUH-1115A PLAYSTATION 4 PS4 CONSOLE GOOD COSMETIC CONDITION  500GB BLACK NR,194,15,false,209,2016-11-01T07:30:05.617Z,2016-11-01T19:27:17.000Z,"Fort Lauderdale,FL,USA",US,82,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":28,""minutes"":55,""hours"":11,""days"":0,""months"":0,""years"":0}"
201701312462,SONY PLAYSTATION 4 BASIC SET 500 GB BLACK CONSOLE,178.5,-1,true,-1,,2016-11-01T18:37:29.000Z,"Woodinville,WA,USA",US,5,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":40,""minutes"":5,""hours"":11,""days"":0,""months"":0,""years"":0}"
131984614878,SONY PLAYSTATION 4 500 GB BLACK CONSOLE,185.5,-1,true,-1,,2016-11-01T18:57:09.000Z,"Cut Bank,MT,USA",US,5,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":20,""minutes"":25,""hours"":11,""days"":0,""months"":0,""years"":0}"
282232509221,SONY PLAYSTATION 4 - 500 GB BLACK CONSOLE (MODEL CUH-1001A),62,-1,true,-1,,2016-11-01T16:05:00.000Z,"Edinburg,TX,USA",US,46,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":11,""minutes"":33,""hours"":8,""days"":0,""months"":0,""years"":0}"
201699978183,SONY PLAYSTATION 4 CALL OF DUTY: BLACK OPS III - LIMITED EDITION 1 TB ,300,-1,true,-1,,2016-11-01T22:37:42.000Z,"Chester Springs,PA,USA",US,0,AuctionWithBIN,false,true,3000,Used,"{""milliseconds"":0,""seconds"":53,""minutes"":5,""hours"":15,""days"":0,""months"":0,""years"":0}"
401213804508,SONY PLAYSTATION 4 - SYSTEM - CUH-1215A - 500GB (APP007493),181.01,0,false,181.01,2016-11-01T07:30:05.627Z,2016-11-01T20:37:22.000Z,"Kansas City,MO,USA",US,68,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":33,""minutes"":5,""hours"":13,""days"":0,""months"":0,""years"":0}"
